address,block_number,from,to,tokenId,transaction_hash,val
0xd1e5b0ff1287aa9f9a268759062e4ab08b9dacbe,11871252,0x0000000000000000000000000000000000000000,0x8719c66077e95a6fbc7811446b8c32ee15ac3cd5,0x9e5fda2f28e6a04ee7a6a7eb163c6a77945bbab7efd635db89faa34fd51c808b,0xd9fcdf173ffed910d8daddc8d300f36bb70e5b6638e2ac7f9cf7daf86c2d54f6,0
0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,11871128,0x8dbbca57ea56290efa14d835bbfd34faf1d89753,0x50711245990a647df223a7231d858a141e0fe9da,0x00000000000000000000000000000000000000000000000000000000007a13f6,0x94dabc4958bbbce2905c41fbcdc904cdb3d6ba741a7010eac7913b27f7cdbcf7,0.55
0x75dde2c445a112d270d766697330be0db700636e,11871327,0x05e362bef8c3519a945a65e187e052e23613902c,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000090,0xfb8a7ecb88226a4d312924323450b1c8df3f4ecfb01c1243416c549de7b9132b,0
0xd1e5b0ff1287aa9f9a268759062e4ab08b9dacbe,11871252,0x0000000000000000000000000000000000000000,0x07a5fab6a30618c7fb411febc9a01f394553c32a,0x4e3ac53e2ff01253432253a9f0345d3f612cca3889759e03ec62a0c31e5116f2,0x1e10440e252e12569a60b5dba53c0bb8e4ac0d0ce89dc3ef14e8fe23bcc71a3a,0
0xd1e5b0ff1287aa9f9a268759062e4ab08b9dacbe,11871252,0x0000000000000000000000000000000000000000,0xb4416cfae59d2b45814b45d707cd1d277a3c1bc4,0x6da9e1f10829437e6ee74a74cf02191c85f3ac4c4ffa6dcdcdfb7740337953ec,0x4ac555b5da4d2649075afcd1503bc9d6750c81065dc4e567c38051bd277c4b76,0
0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,11871327,0x0000000000000000000000000000000000000000,0x378ff65cb9e9b83b86aa2534c9991e5b28f1ec92,0x0000000000000000000000000000000000000000000000000000000000f42616,0x97146cec2056f537f58dc3630b061b67df6ff5e184fb8248307fe4bfac67fc4c,0.05
0xedd190d250c752baf6c96d77e2a678b1b0c2b42e,11871327,0xedd190d250c752baf6c96d77e2a678b1b0c2b42e,0xa16a1b23080e625855d496779a12ef98991841d4,0x0000000000000000000000000000000000000000000000000000000000000565,0x686e5757fface1414a2fc74a89b98929cfd221ae4879b2954558167d21b64770,0
0xd1e5b0ff1287aa9f9a268759062e4ab08b9dacbe,11871178,0x0000000000000000000000000000000000000000,0x6579908ccdc5b10aa084fd602b86609312e0023e,0xc3afeb37acc603b3e374dc094ee2eaf648b5036a71706c587d7e8f70a56b81a2,0xbdbfc13ffc49293cbc989c873bc6f2b21270be0998a76dcc5de65f02621c241d,0
0xd1e5b0ff1287aa9f9a268759062e4ab08b9dacbe,11871178,0x0000000000000000000000000000000000000000,0xc0689691b30939b3b1e7519e081d1c5719884c6a,0x96a821862cada0c43596940bfce92d7f3b4f177254d25aa8e743abee8addf73c,0x9f1faa72d3b48dd4ccae7b717325312e7002df0df670bd936359bd2c4321157a,0
0xf8cceddfcd5329de91be6a55edf99b7d2f60924e,11871153,0xe052113bd7d7700d623414a0a4585bcae754e9d5,0xcfb875dc36078e5c2a872def1d77e6672b944507,0x00000000000000000000000000000000000000000000000000000001122f587c,0xb43893b00970db75b7224c76d385807fd6071feaeb77729c02bb36a5b2c2a71d,0
0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,11871028,0x3401ea5a8d91c5e3944962c0148b08ac4a77f153,0xb75e6a898f4d7dd32efea8d27094432b0f90618d,0x00000000000000000000000000000000000000000000000000000000003d09a7,0x126f5e90cad21c25f5a785c8c8510aafd3a42112782613af7c970b8d1c1d5fae,0.45
0xc2c747e0f7004f9e8817db2ca4997657a7746928,11871028,0x4e2572d9161fc58743a4622046ca30a1fb538670,0xaf93fcce0548d3124a5fc3045adaf1dde4e8bf7e,0x0000000000000000000000000000000000000000000000000000000000003e71,0xeee57b1a9c72914a792b1fb7a034a61583a46918c3220043635760259e96f1d2,0
0xd92e44ac213b9ebda0178e1523cc0ce177b7fa96,11871178,0x52fd8267bcaeaeea684879cecfb7b0118a575788,0xb1adceddb2941033a090dd166a462fe1c2029484,0x0000000000000000000000000000000000000000000000000000000005f6083c,0x76d950cf7cc8f47bd8c768b3388bab6c46069ec37ffa813b90e971b3fa2057ad,0
0xd92e44ac213b9ebda0178e1523cc0ce177b7fa96,11871178,0x52fd8267bcaeaeea684879cecfb7b0118a575788,0xb1adceddb2941033a090dd166a462fe1c2029484,0x0000000000000000000000000000000000000000000000000000000005f65642,0x76d950cf7cc8f47bd8c768b3388bab6c46069ec37ffa813b90e971b3fa2057ad,0
0xe0ba1564a889f0d2ba8ef4978027c1b072b56ebb,11871103,0x1a82962771e0570ee8b3e1b6acdf6a035847ee94,0x2bc98b4e3e2faa72ad581cd3cbc48518a6570639,0x0000000000000000000000000000000000000000000000000000000000989682,0xfde8a650af2217bc4181031a5b0a4ee01f3074929d8336a144d5281666b71143,0
0x629a673a8242c2ac4b7b8c5d8735fbeac21a6205,11871353,0x327305a797d92a39cee1a225d7e2a1cc42b1a8fa,0x10467213cf614feb87eb29efce07653d4f2617ab,0xb0f48c0f91329f1e0739ab2219b0dfded5370c45cac2fac186db7ca4eba712c9,0xf22b9b6d7758551843ed15b575c98778d35f9e37bb5a6ea2c3f3b1421cd1f282,0
0x629a673a8242c2ac4b7b8c5d8735fbeac21a6205,11871353,0x327305a797d92a39cee1a225d7e2a1cc42b1a8fa,0x1a38cb28e4f3088e0e24532b8a74ac1a7ebfa6b0,0x4fe742f4905c4e284eeaa6ab8f83c5d3943087e465ee0ab553bdf0a226f28531,0x18b07fa681f9df3efadc5d1083869b6b39bf910d90f4f55bfed4908c6283c50b,0
0x629a673a8242c2ac4b7b8c5d8735fbeac21a6205,11871353,0x327305a797d92a39cee1a225d7e2a1cc42b1a8fa,0x01197d5ce461d2ae32a41e04b8c4fade0335a6c0,0xbbb586932c44b7a42185f8e0a199fe4507a7075e800b3d66e60ad1ba5d053032,0x2cbad9f1a2ce625520642a29c6d2d041fb1371257f637f8d2cddc78d231c8c7a,0
0x629a673a8242c2ac4b7b8c5d8735fbeac21a6205,11871353,0x327305a797d92a39cee1a225d7e2a1cc42b1a8fa,0xce736bf1a01e081a70106e2b8370f146933944f1,0x17d166659ea9e27c75fd1c1a4913e602c7df6f685e9c7363f4f2fab6c4e7ed37,0x991fe815e44e0ee4921b51b644786cd891dbcccd3f7fef76f7757a1353edc3a0,0
